Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
34,34,1289295895071043584,2020-07-31 20:24:30+00:00,We need real reforms to strengthen and improve our most important institutions—including our courts. So pleased this call for major reform of the federal judiciary will be included in our party's platform.,need real reform strengthen improve important institution include court please major reform federal judiciary include party platform,722,<UNK>,<UNK>,PeteButtigieg,6
35,35,1289222496428781568,2020-07-31 15:32:50+00:00,"We must continue to call out anti-Asian racism anywhere it surfaces, including the White House. We are all in this fight against COVID together and this type of hate has no place in America.",continue anti asian racism surface include White House fight COVID type hate place America,789,<UNK>,<UNK>,PeteButtigieg,3
36,36,1289196284490870784,2020-07-31 13:48:40+00:00,"Trust is foundational to our democratic system. If even the president is working to undermine it, we, the people, will need more ways to build it up.",trust foundational democratic system president work undermine people need way build,592,<UNK>,<UNK>,PeteButtigieg,6
37,37,1289195944387342336,2020-07-31 13:47:19+00:00,Eid Mubarak to our Muslim friends across the country and around the world today on #EidAlAdha.,Mubarak muslim friend country world today eidaladha,675,#EidAlAdha,<UNK>,PeteButtigieg,0
38,38,1289002606589816833,2020-07-31 00:59:04+00:00,The HEROES Act has $3.6 billion dedicated to funding our elections. The Senate should pass it immediately so that no American has to choose between their health and their right to vote this fall.,HEROES billion dedicate fund election Senate pass immediately American choose health right vote fall,1488,<UNK>,<UNK>,PeteButtigieg,3
39,39,1288934490438541312,2020-07-30 20:28:24+00:00,To learn more about these terrific candidates—and join their campaigns—visit our website: http://www.wintheera.com/endorsements,learn terrific candidate join campaign visit website,66,<UNK>,<UNK>,PeteButtigieg,4
40,40,1288934486844084224,2020-07-30 20:28:23+00:00,.@HaleIndy is a lifelong Hoosier who has been an effective leader for Indiana working families. Her experience as a single mom and as an accomplished legislator mean that she understands the challenges Hoosiers are going through and will get things done.,.@HaleIndy lifelong Hoosier effective leader Indiana work family experience single accomplished legislator mean understand challenge hoosier go thing,121,<UNK>,@HaleIndy,PeteButtigieg,0
41,41,1288934483589320712,2020-07-30 20:28:22+00:00,I'm ready for @HackettCongress to be my Representative. Her campaign message of Dignity and Justice for All represents the change we need to better serve South Bend and everyone in Indiana's Second Congressional District.,ready @HackettCongress Representative campaign message Dignity Justice represent change need better serve South Bend Indiana Second Congressional District,58,<UNK>,@HackettCongress,PeteButtigieg,5
42,42,1288934480577810434,2020-07-30 20:28:22+00:00,".@WeinzapfelforAG is highly respected among Indiana mayors. He is a lifelong public servant who has spent his career working for Hoosier families. As AG, he will strengthen our state and protect our health care from attempts to take it away.",.@WeinzapfelforAG highly respected Indiana mayor lifelong public servant spend career work Hoosier family strengthen state protect health care attempt away,62,<UNK>,@WeinzapfelforAG,PeteButtigieg,1
43,43,1288934477931085824,2020-07-30 20:28:21+00:00,".@DrWoodyMyers' intellect, integrity, and passion for helping Hoosiers are so needed in our politics—and his expertise and vast experience will serve us well in midst of a public health crisis. I'm proud to support his history-making candidacy to be our next Governor.",.@DrWoodyMyers intellect integrity passion help Hoosiers need politic expertise vast experience serve midst public health crisis proud support history make candidacy Governor,69,<UNK>,@DrWoodyMyers,PeteButtigieg,0
44,44,1288934477184499712,2020-07-30 20:28:21+00:00,Today I'm proud to endorse fellow Hoosiers who are effective leaders in their communities and have dedicated themselves to public service. They will make Indiana a more inclusive and prosperous state.,today proud endorse fellow hoosier effective leader community dedicate public service Indiana inclusive prosperous state,187,<UNK>,<UNK>,PeteButtigieg,0
45,45,1288927490082320385,2020-07-30 20:00:35+00:00,Amen,amen,1792,<UNK>,<UNK>,PeteButtigieg,0
46,46,1288906713417093120,2020-07-30 18:38:01+00:00,"Today brought the worst US GDP numbers in the history of US GDP numbers. And behind those numbers are communities and livelihoods wrecked. This level of economic devastation could have been avoided. More importantly, it could get worse. We need a new president.",today bring bad number history number number community livelihood wreck level economic devastation avoid importantly bad need president,5386,<UNK>,<UNK>,PeteButtigieg,1
47,47,1288877244149047296,2020-07-30 16:40:55+00:00,"Powerful, honest essay from within on what the GOP has become. The conclusion is simple: only a major November defeat could create shockwaves strong enough to reunite the Republican Party with its conscience.",powerful honest essay conclusion simple major November defeat create shockwave strong reunite Republican Party conscience,870,<UNK>,<UNK>,PeteButtigieg,4
48,48,1288850828221190145,2020-07-30 14:55:57+00:00,"""When historians pick up their pens to write the story of the 21st century, let them say that it was your generation who laid down the heavy burdens of hate at last and that peace finally triumphed over violence, aggression and war."" Thank you, John Lewis",historian pick pen write story 21st century generation lay heavy burden hate peace finally triumph violence aggression thank John Lewis,625,<UNK>,<UNK>,PeteButtigieg,0
49,49,1288834925773422592,2020-07-30 13:52:46+00:00,"The USA held an election during the Civil War, and we will hold one in 96 days. No distractions—let's get to work.",hold election Civil hold day distraction work,27998,<UNK>,<UNK>,PeteButtigieg,3
50,50,1288597459845996545,2020-07-29 22:09:10+00:00,"The presidency is not only an administrative office, not only a policy office: it is a moral office. During these times, we need the leadership, decency, and empathy of @JoeBiden to set the tone for our country.",presidency administrative office policy office moral office time need leadership decency empathy @JoeBiden tone country,5346,<UNK>,@JoeBiden,PeteButtigieg,3
51,51,1288571962470682624,2020-07-29 20:27:51+00:00,It was great catching up with Ken and talking about our shared passion for service. I hope you'll give his latest podcast episode a listen:,great catch talk shared passion service hope late podcast episode listen,200,<UNK>,<UNK>,PeteButtigieg,5
52,52,1288494129899593728,2020-07-29 15:18:34+00:00,"These decisions are based on prejudice, not science. Thank you @Andy for speaking out on this.",decision base prejudice science thank @Andy speak,727,<UNK>,@Andy,PeteButtigieg,3
53,53,1288486013602603008,2020-07-29 14:46:19+00:00,"It is shameful, if not surprising, that the president has not raised this issue with Putin. Still worse, he hasn't discussed it with the American people. We still want answers.",shameful surprising president raise issue Putin worse discuss american people want answer,3578,<UNK>,<UNK>,PeteButtigieg,3
54,54,1288457355089387521,2020-07-29 12:52:26+00:00,"There will not be another like Joe Kernan. South Bend will always be proud of his heroism in uniform and his leadership as our mayor and Governor. And his friends will always remember his exuberant joy, his compassion for the vulnerable, his ready smile, and his inimitable laugh.",like Kernan South Bend proud heroism uniform leadership mayor Governor friend remember exuberant compassion vulnerable ready smile inimitable laugh,583,<UNK>,<UNK>,PeteButtigieg,0
55,55,1288239817805967362,2020-07-28 22:28:01+00:00,".@lucymcbath understands the stakes of the Trump administration's attack on Americans' health care, including her own. Bill Barr, the point man for that attack, thinks everyone will be just fine. It's not hard deciding who to believe.",.@lucymcbath understand stake Trump administration attack Americans health care include Bill Barr point attack think fine hard decide believe,888,<UNK>,@lucymcbath,PeteButtigieg,3
56,56,1288209793736478721,2020-07-28 20:28:43+00:00,This shouldn’t be hard.,hard,6748,<UNK>,<UNK>,PeteButtigieg,1
57,57,1288110665941409801,2020-07-28 13:54:49+00:00,.@CalforNC has served the people of North Carolina in so many ways and I know he's going to make a great US Senator. Please RSVP to join us today at 5pm ET for a special conversation and send us your questions:,.@CalforNC serve people North Carolina way know go great Senator rsvp join today special conversation send question,251,<UNK>,@CalforNC,PeteButtigieg,5
58,58,1288105948159119361,2020-07-28 13:36:04+00:00,"Senate GOP wants to set future Covid unempolyment relief at 70% of full pay. That makes this is a good moment to remember that accounting for inflation, minimum wage is already well below 70% of what it used to be. Wages are dangerously low in this country.",Senate want future covid unempolyment relief make good moment remember account inflation minimum wage wage dangerously country,1528,<UNK>,<UNK>,PeteButtigieg,2
59,59,1287903146140934144,2020-07-28 00:10:12+00:00,Picture waking up that first day the sun rises when Donald Trump is no longer president—and @JoeBiden is in the White House. Let's work to make that happen.,picture wake rise Donald Trump long president @JoeBiden White House work happen,22471,<UNK>,@JoeBiden,PeteButtigieg,3
60,60,1287865656331837440,2020-07-27 21:41:14+00:00,"Regis Philbin was beloved across the country for bringing joy and laughter to millions, and he was a great friend to South Bend and Notre Dame. It's fitting for him to come home one last time.",Regis Philbin belove country bring laughter million great friend South Bend Notre Dame fitting come home time,236,<UNK>,<UNK>,PeteButtigieg,5
61,61,1287850226594832390,2020-07-27 20:39:55+00:00,"It's time for a president who knows that every issue is a women’s issue, and that women are also uniquely and disproportionately impacted by many policies. Learn about @JoeBiden's agenda:",time president know issue woman issue woman uniquely disproportionately impact policy learn @JoeBiden agenda,903,<UNK>,@JoeBiden,PeteButtigieg,0
62,62,1287741811054837760,2020-07-27 13:29:07+00:00,Start the week by making sure you're registered to vote. And then share with five friends to make sure they are too.,start week make sure register vote share friend sure,2800,<UNK>,<UNK>,PeteButtigieg,6
63,63,1287420895598915587,2020-07-26 16:13:55+00:00,We've got #100DaysToGo until the presidential election. Please join us tonight at 8pm ET for a #CelebrationForChange to make sure we @JoeBiden on November 3rd: https://secure.joebiden.com/a/0726-celebration-for-change?attr=100580830,100daystogo presidential election join tonight celebrationforchange sure @JoeBiden November,644,#100DaysToGo #CelebrationForChange,@JoeBiden,PeteButtigieg,5
64,64,1287401012148535307,2020-07-26 14:54:54+00:00,"Today, as we mark the 30th anniversary of the Americans With Disabilities Act, let's remember that our country is stronger when we draw on the talents and capacity of every American. It's time for a new era of inclusion and belonging for people with disabilities.",today mark 30th anniversary Americans Disabilities remember country strong draw talent capacity American time inclusion belong people disability,1335,<UNK>,<UNK>,PeteButtigieg,0
65,65,1287390670869671936,2020-07-26 14:13:49+00:00,The Senate should pass the #HEROESAct right away.,Senate pass heroesact right away,2249,#HEROESAct,<UNK>,PeteButtigieg,3
66,66,1286761072800739328,2020-07-24 20:32:01+00:00,"Very sorry to see this - my desk used to be right through that door, back in 2004. Glad no one was hurt, and I know we can count on supporters to make sure AZ/Maricopa Dems are back up and running quickly as you continue to Turn Arizona Blue.",sorry desk right door 2004 Glad hurt know count supporter sure Maricopa Dems run quickly continue turn Arizona Blue,433,<UNK>,<UNK>,PeteButtigieg,2
67,67,1286757801583411200,2020-07-24 20:19:01+00:00,"South Bend is proud to be the hometown of Dr. Feranmi @Okanlami as he continues to lead in the fields of medicine and disability advocacy. I'm glad more people are learning about his important work, and inspiring story.",South Bend proud hometown Feranmi @Okanlami continue lead field medicine disability advocacy glad people learn important work inspiring story,343,<UNK>,@Okanlami,PeteButtigieg,0
68,68,1286692533704232961,2020-07-24 15:59:40+00:00,Couldn’t agree more. Greater trust - and trustworthiness - in our institutions will be vital in order for us to recover from this pandemic and prevent future ones.,agree great trust trustworthiness institution vital order recover pandemic prevent future one,272,<UNK>,<UNK>,PeteButtigieg,6
69,69,1286674598935834624,2020-07-24 14:48:24+00:00,"Love it when my library grows - thanks to these @HowardU faculty, @keneshiagrant @Dr_NMCarter &amp; @KMiddlemass for sharing their important and timely scholarship after my conversation with the community earlier this summer.",love library grow thank @howardu faculty @keneshiagrant @Dr_NMCarter @KMiddlemass share important timely scholarship conversation community early summer,186,<UNK>,@HowardU @keneshiagrant @Dr_NMCarter @KMiddlemass,PeteButtigieg,0
70,70,1286672930047434752,2020-07-24 14:41:46+00:00,Families don't have time to wait for Congress to take the weekend off and see what they do next. The Senate must act to extend and expand moratoriums to prevent eviction.,family time wait Congress weekend Senate extend expand moratorium prevent eviction,510,<UNK>,<UNK>,PeteButtigieg,1
71,71,1286653870903562244,2020-07-24 13:26:02+00:00,Sunday is #100DaysToGo until the election and I'm excited to be a part of #CelebrationForChange grassroots event to support @JoeBiden. Please join us: https://secure.joebiden.com/a/0726-celebration-for-change?attr=100580830,Sunday 100daystogo election excited celebrationforchange grassroot event support @JoeBiden join,817,#100DaysToGo #CelebrationForChange,@JoeBiden,PeteButtigieg,5
72,72,1286649562963365889,2020-07-24 13:08:55+00:00,I'm so sorry for your loss. Keeping you and your family in my prayers.,sorry loss keep family prayer,8,<UNK>,<UNK>,PeteButtigieg,0
73,73,1286493932617191429,2020-07-24 02:50:30+00:00,Trump's disrespect for the military knows no bounds.,Trump disrespect military know bound,847,<UNK>,<UNK>,PeteButtigieg,4
74,74,1286483959799525380,2020-07-24 02:10:52+00:00,American cities should not be a battlefield. And Americans exercising their First Amendment rights are not the enemy.,american city battlefield Americans exercise Amendment right enemy,1146,<UNK>,<UNK>,PeteButtigieg,2
75,75,1286475424856444934,2020-07-24 01:36:57+00:00,"As Congress negotiates the next #COVID19 relief package, they should include Senator @ChrisCoons' bipartisan #CORPSAct—a bold plan to expand @AmeriCorps and rebuild our country. National service can and should play a transformative role in our recovery.",Congress negotiate covid19 relief package include Senator @ChrisCoons bipartisan CORPSAct bold plan expand @AmeriCorps rebuild country national service play transformative role recovery,282,#COVID19 #CORPSAct,@ChrisCoons @AmeriCorps,PeteButtigieg,1
76,76,1286469757840101387,2020-07-24 01:14:26+00:00,Thanks - I started out at 4/10 so this is real progress! And great to be with you on @thereidout tonight,thank start 4/10 real progress great @thereidout tonight,139,<UNK>,@thereidout,PeteButtigieg,5
77,77,1286419352301056002,2020-07-23 21:54:08+00:00,Election Day can’t come soon enough.,election come soon,9147,<UNK>,<UNK>,PeteButtigieg,5
78,78,1286404941528150017,2020-07-23 20:56:52+00:00,Looking forward to talking with @JoyAnnReid tonight at 7:45pm ET. Hope you'll tune in!,look forward talk @JoyAnnReid tonight 7:45pm hope tune,274,<UNK>,@JoyAnnReid,PeteButtigieg,5
79,79,1286070133048463361,2020-07-22 22:46:28+00:00,.@ilyseh's new book is timely and necessary. You can get a copy here: http://naral.cc/book,.@ilyseh book timely necessary copy,131,<UNK>,@ilyseh,PeteButtigieg,5
80,80,1286060650721050624,2020-07-22 22:08:47+00:00,I'm ready to see this—a conversation between two people who understand what the presidency is for.,ready conversation people understand presidency,1865,<UNK>,<UNK>,PeteButtigieg,6
81,81,1285986087073198080,2020-07-22 17:12:30+00:00,"Georgia is a battleground state. And we have the chance to flip not one, but two Senate seats this year. Please chip in to support @ossoff and @ReverendWarnock today:",Georgia battleground state chance flip Senate seat year chip support @ossoff @ReverendWarnock today,809,<UNK>,@ossoff @ReverendWarnock,PeteButtigieg,5
82,82,1285940329326272512,2020-07-22 14:10:40+00:00,"Under a President @JoeBiden we can #BuildBackBetter by expanding access to long-term care for elderly and disabled Americans and creating accessible, safe childcare options for working parents. Learn about his plan here:",President @JoeBiden buildbackbetter expand access long term care elderly disabled Americans create accessible safe childcare option work parent learn plan,688,#BuildBackBetter,@JoeBiden,PeteButtigieg,1
83,83,1285759474913902592,2020-07-22 02:12:01+00:00,25 days and still waiting for the president of the United States to comment on reports of Russian bounties on our troops.,day wait president United States comment report russian bounty troop,34006,<UNK>,<UNK>,PeteButtigieg,3
84,84,1285733911897812993,2020-07-22 00:30:27+00:00,We have to rebuild trust in the basic functions of democracy—including how we elect our president. Of course nobody knows this better than @HillaryClinton.,rebuild trust basic function democracy include elect president course know well @HillaryClinton,419,<UNK>,@HillaryClinton,PeteButtigieg,3
85,85,1285717934355222531,2020-07-21 23:26:57+00:00,It shouldn't be a partisan issue to say we need to protect and invest in our Postal Service. Grateful @marceelias and Democracy Docket are focused on this important issue.,partisan issue need protect invest Postal Service grateful @marceelias Democracy Docket focus important issue,760,<UNK>,@marceelias,PeteButtigieg,3
86,86,1285675306251096065,2020-07-21 20:37:34+00:00,The president is threatening to veto funding for the U.S. military unless it honors men who went to war against the U.S. military.,president threaten veto funding U.S. military honor go U.S. military,13735,<UNK>,<UNK>,PeteButtigieg,3
87,87,1285672342253907969,2020-07-21 20:25:47+00:00,"The devastating effects of COVID-19 in the Navajo Nation, and across Indian country, amount to an urgent crisis needing immediate attention and dedicated resources.",devastating effect covid-19 Navajo Nation indian country urgent crisis need immediate attention dedicated resource,511,<UNK>,<UNK>,PeteButtigieg,6
88,88,1285614195082493963,2020-07-21 16:34:44+00:00,"If voting by mail is good enough for the president, the vice president, and people like me when I served overseas, it should be made available for every single American.",voting mail good president vice president people like serve overseas available single American,15539,<UNK>,<UNK>,PeteButtigieg,0
89,89,1285578492525137922,2020-07-21 14:12:52+00:00,"This is what a president protecting American democracy sounds like. Thank you, @JoeBiden.",president protect american democracy sound like thank @JoeBiden,2997,<UNK>,@JoeBiden,PeteButtigieg,3
90,90,1285567204474454019,2020-07-21 13:28:00+00:00,🤠!,cowboy_hat_face,398,<UNK>,<UNK>,PeteButtigieg,0
91,91,1285565965623865344,2020-07-21 13:23:05+00:00,"Important and positive step here in Indiana - I hope that this succeeds and gets sustained resources. Every American should have access to a 3-digit helpline for urgent mental health needs, especially in the current situation.",important positive step Indiana hope succeed get sustained resource American access 3-digit helpline urgent mental health need especially current situation,229,<UNK>,<UNK>,PeteButtigieg,1
92,92,1285391962175090694,2020-07-21 01:51:39+00:00,"Listen to the mayor. This is indefensible, and it makes no one safer.",listen mayor indefensible make safe,1222,<UNK>,<UNK>,PeteButtigieg,6
93,93,1285361000397537282,2020-07-20 23:48:38+00:00,"The Senate should bring the John R. Lewis Voting Rights Act of 2020 up for a vote right away, and pass it.",Senate bring John Lewis Voting Rights 2020 vote right away pass,9533,<UNK>,<UNK>,PeteButtigieg,3
94,94,1285348379044782081,2020-07-20 22:58:28+00:00,"When I was preparing to come out, I saw a Pride display on a military base where I was serving—a reminder that my service would now be treated equally. Words cannot describe how wrongheaded it is to compare this to a Confederate flag.",prepare come Pride display military base serve reminder service treat equally word describe wrongheaded compare Confederate flag,3259,<UNK>,<UNK>,PeteButtigieg,0
95,95,1285302267130904576,2020-07-20 19:55:14+00:00,"An important step in my home county—racism has a real and measurable destructive effect on health, and we must act with urgency to improve health equity here and around the country.",important step home county racism real measurable destructive effect health urgency improve health equity country,333,<UNK>,<UNK>,PeteButtigieg,6
96,96,1284988683255455755,2020-07-19 23:09:10+00:00,"From Arizona to Maine, and everywhere in-between, we've got terrific candidates ready to #FlipTheSenate and retire Mitch McConnell. Learn how you can get involved:",Arizona Maine terrific candidate ready flipthesenate retire Mitch McConnell learn involve,899,#FlipTheSenate,<UNK>,PeteButtigieg,4
97,97,1284934610976210947,2020-07-19 19:34:18+00:00,Donald Trump seems to have essentially given up trying to slow the spread of the coronavirus. We can't surrender now.,Donald Trump essentially give try slow spread coronavirus surrender,6326,<UNK>,<UNK>,PeteButtigieg,6
98,98,1284570934578499585,2020-07-18 19:29:11+00:00,"""You must find a way to get in the way and get in good trouble, necessary trouble.""",find good trouble necessary trouble,2200,<UNK>,<UNK>,PeteButtigieg,2
