Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
25,25,1276141293270417408,2020-06-25 13:12:48+00:00,Yesterday the US hit a record high for new COVID cases. Today NY reached a new milestone. Total hospitalizations dropped below 1K for the first time since March 18th. Together we bent the curve & we aren’t stopping now. Wear a mask. Stay smart. #NewYorkTough,yesterday record high covid case today reach milestone total hospitalization drop time March 18th bend curve stop wear mask stay smart newyorktough,74,#NewYorkTough,<UNK>,andrewcuomo,3
26,26,1275804020666400775,2020-06-24 14:52:36+00:00,When @harpersbazaarus looked for Voices of Hope they found what we in NYS know well — @melissadderosa is one of the strongest.,@harpersbazaarus look Voices Hope find know @melissadderosa strong,13,<UNK>,@harpersbazaarus @melissadderosa,andrewcuomo,0
27,27,1275803401402626048,2020-06-24 14:50:08+00:00,Love is love is love,love love love,35,<UNK>,<UNK>,andrewcuomo,4
28,28,1275411714314510337,2020-06-23 12:53:43+00:00,Stay #NewYorkTough,stay newyorktough,53,#NewYorkTough,<UNK>,andrewcuomo,0
29,29,1275051496867012609,2020-06-22 13:02:20+00:00,Today New York City is in Phase 2 of reopening. To continue our success at bending the curve everyone must be smart.,today York City Phase reopen continue success bend curve smart,24,<UNK>,<UNK>,andrewcuomo,3
30,30,1274718411277434880,2020-06-21 14:58:47+00:00,Thinking of pop today. Happy #FathersDay to all New York dads.,think today happy fathersday York dad,82,#FathersDay,<UNK>,andrewcuomo,4
31,31,1274045440867160064,2020-06-19 18:24:38+00:00,"After 111 days, I gave my final daily #COVID19 briefing. It's not goodbye— we just won’t be seeing each other every day anymore.",day give final daily covid19 briefing goodbye see anymore,210,#COVID19,<UNK>,andrewcuomo,2
32,32,1273959686979629056,2020-06-19 12:43:53+00:00,This year #Juneteenth is a paid holiday for state employees. I will advance legislation to make it an official state holiday next year.,year Juneteenth pay holiday state employee advance legislation official state holiday year,27,#Juneteenth,<UNK>,andrewcuomo,3
33,33,1273246036002209793,2020-06-17 13:28:05+00:00,"Across the nation we are seeing the virus increasing. New York is one of the exceptions. COVID cases are going down even after we began reopening. We must stay the course. It’s up to us, New York.",nation see virus increase York exception covid case go begin reopen stay course York,30,<UNK>,<UNK>,andrewcuomo,3
34,34,1272900320188928006,2020-06-16 14:34:20+00:00,"Yesterday was my father's birthday. I miss him every day, but in many ways, he's still with me. Last night we illuminated the Mario Cuomo bridge in blue. When he looked down, I wanted to make sure he saw his bridge lit up in his favorite color. I think it put a smile on his face",yesterday father birthday miss way night illuminate Mario Cuomo bridge blue look want sure bridge favorite color think smile face,56,<UNK>,<UNK>,andrewcuomo,4
35,35,1272162930340114433,2020-06-14 13:44:12+00:00,"This is a moment that calls for action, not words. This is about the murder of George Floyd. But it’s also about decades and centuries of injustice. We’re not done yet — there is more to do & NY will lead the way.",moment call action word murder George Floyd decade century injustice lead,41,<UNK>,<UNK>,andrewcuomo,5
36,36,1271586218611036161,2020-06-12 23:32:34+00:00,"While the Trump administration limits healthcare for marginalized communities, in NY we have expanded coverage and enshrined the critical protections from the ACA into state law. In NY, discrimination based on gender identity or sexual orientation is illegal - period",trump administration limit healthcare marginalized community expand coverage enshrine critical protection state discrimination base gender identity sexual orientation illegal period,25,<UNK>,<UNK>,andrewcuomo,6
37,37,1271586216559902720,2020-06-12 23:32:33+00:00,Rolling back healthcare nondiscrimination protections for LGBTQ people is repugnant. That this action was taken on the anniversary of the Pulse nightclub shooting - an act of domestic terror targeting the LGBTQ community - and amid a global pandemic is grotesque.,roll healthcare nondiscrimination protection LGBTQ people repugnant action take anniversary Pulse nightclub shooting domestic terror target LGBTQ community amid global pandemic grotesque,95,<UNK>,<UNK>,andrewcuomo,6
38,38,1271521796408463360,2020-06-12 19:16:34+00:00,Today I signed into law nation-leading legislation that: -Ends 50-A -Bans chokeholds -Prohibits false race-based 911 calls -Makes Attorney General the independent prosecutor in killings of unarmed civilians by police There is more to do & NY will lead the way.,today sign nation lead legislation -ends 50-a -Bans chokehold -Prohibits false race base call -Makes Attorney General independent prosecutor killing unarmed civilian police lead,67,<UNK>,<UNK>,andrewcuomo,1
39,39,1270769950974791681,2020-06-10 17:29:00+00:00,"No one knew how fast we would be able to control the virus. It all depended on what we all did. I’m so proud of how New Yorkers responded. When things are tough, New Yorkers are tougher.",know fast able control virus depend proud Yorkers respond thing tough Yorkers tough,56,<UNK>,<UNK>,andrewcuomo,3
40,40,1270769445389156352,2020-06-10 17:27:00+00:00,I stand with the protestors. This week we turn that solidarity into action. This week I will sign legislation that leads the nation in police reform.,stand protestor week turn solidarity action week sign legislation lead nation police reform,24,<UNK>,<UNK>,andrewcuomo,5
41,41,1270407820693909504,2020-06-09 17:30:02+00:00,"Wear a mask. Stay 6 feet apart. Wash your hands with soap. Disinfect your phone. Sneeze into your arm, not your hand. Don't shake hands. Don't touch your face.",wear mask stay foot apart wash hand soap disinfect phone sneeze hand shake hand touch face,46,<UNK>,<UNK>,andrewcuomo,1
42,42,1270405367579770886,2020-06-09 17:20:17+00:00,"In New York, we're about doing, we're about action, and we're about results.",York action result,16,<UNK>,<UNK>,andrewcuomo,3
43,43,1269619958574702597,2020-06-07 13:19:21+00:00,We did the impossible. Tomorrow NYC will open phase one. We didn’t just flatten the curve — we crushed it. #NYTough,impossible tomorrow open phase flatten curve crush nytough,77,#NYTough,<UNK>,andrewcuomo,3
44,44,1266780315940466688,2020-05-30 17:15:37+00:00,"JFK said: “Remember with your actions.” NY will provide death benefits to honor the frontline workers who understood the dangers of this virus, but went to work anyway because we needed them to. Heroes who did their duty, served with honor & lost their lives to keep us safe.",say remember action provide death benefit honor frontline worker understand danger virus go work need hero duty serve honor lose life safe,33,<UNK>,<UNK>,andrewcuomo,6
45,45,1266485537050951680,2020-05-29 21:44:16+00:00,"The death of George Floyd is not an isolated incident. It is part of a continuum of outrage and inequality. That is the reason for the rage, the frustration, the anger and the fear. The demand is for Justice. Over and over and over again.",death George Floyd isolated incident continuum outrage inequality reason rage frustration anger fear demand Justice,73,<UNK>,<UNK>,andrewcuomo,5
46,46,1265367037926346758,2020-05-26 19:39:45+00:00,"For two months the New York Stock Exchange’s floor was dark. In that time, New Yorkers bent the curve and slowed the spread of #COVID19. Today I rang the @NYSE bell to start the trading day and ring in the return of traders to the floor. #NewYorkTough",month York Stock Exchange floor dark time Yorkers bend curve slow spread covid19 today ring @NYSE bell start trading ring return trader floor newyorktough,34,#COVID19 #NewYorkTough,@NYSE,andrewcuomo,3
47,47,1264989646997655565,2020-05-25 18:40:08+00:00,Today we remember the fallen and honor them. #MemorialDay2020,today remember fall honor memorialday2020,72,#MemorialDay2020,<UNK>,andrewcuomo,4
48,48,1264260751390359552,2020-05-23 18:23:46+00:00,"My job is to give New Yorkers the facts — whether they're pretty or ugly. I believe that when New Yorkers have the facts, they act prudently. Wear a mask. Social distance. Save lives. #NewYorkTough",Yorkers fact pretty ugly believe Yorkers fact prudently wear mask social distance save life newyorktough,173,#NewYorkTough,<UNK>,andrewcuomo,3
49,49,1263864751697920000,2020-05-22 16:10:12+00:00,"Due to the ongoing COVID-19 pandemic & necessary social distancing guidelines, domestic violence victims are even more vulnerable & unsafe while isolated at home with their abuser New Yorkers seeking help can call 1-800-942-6906 or text 844-997-2121",ongoing covid-19 pandemic necessary social distancing guideline domestic violence victim vulnerable unsafe isolate home abuser Yorkers seek help 6906 text 2121,38,<UNK>,<UNK>,andrewcuomo,3
50,50,1263468993576304641,2020-05-21 13:57:36+00:00,"I wear a mask out of respect for my fellow New Yorkers, to say thank you to the healthcare professionals, and because it works. Why do you wear a mask? Thank you to my daughter @Mkennedycuomo for her help communicating why wearing a mask is so important. #WearAMaskNY",wear mask respect fellow Yorkers thank healthcare professional work wear mask thank daughter @mkennedycuomo help communicate wear mask important wearamaskny,107,#WearAMaskNY,@Mkennedycuomo,andrewcuomo,4
51,51,1262772669973479424,2020-05-19 15:50:40+00:00,Update: this test I took during the briefing was negative.,update test take briefing negative,85,<UNK>,<UNK>,andrewcuomo,3
52,52,1262734870826139648,2020-05-19 13:20:28+00:00,"Earlier this week during a daily briefing, a reporter shared that he lost his mother to #COVID19 There’s an Italian expression, ""the two things in life that will never leave you are the Eye of God and the Love of the Mother."" She’s still here.",early week daily briefing reporter share lose mother covid19 italian expression thing life leave Love Mother,47,#COVID19,<UNK>,andrewcuomo,4
53,53,1262427083604705280,2020-05-18 16:57:26+00:00,Then and now. Thankful that I have these incredible women in my life to inspire me everyday.,thankful incredible woman life inspire everyday,61,<UNK>,<UNK>,andrewcuomo,4
54,54,1262207481331228675,2020-05-18 02:24:48+00:00,"We have more sites & testing capacity than we're using. Anyone who thinks they have a #COVID19 symptom can get a test. It’s so fast &amp; easy even a Governor can take it. You don't have to be NY tough to take the test — you only have to be smart &amp; love yourself, your family, and NY",site testing capacity think covid19 symptom test fast easy Governor tough test smart love family,328,#COVID19,<UNK>,andrewcuomo,3
55,55,1261666543278178304,2020-05-16 14:35:19+00:00,You know the drill,know drill,46,<UNK>,<UNK>,andrewcuomo,1
56,56,1261036908039344131,2020-05-14 20:53:22+00:00,Follow the data. Follow the science. Follow the metrics. That’s how New York reopens.,follow data follow science follow metric York reopen,36,<UNK>,<UNK>,andrewcuomo,0
57,57,1260609687302606850,2020-05-13 16:35:45+00:00,"We’ve seen this movie before During the Great Recession, Washington made taxpayers bail out corporations & executives while those same taxpayers’ home equity was lost That injustice was glaring and obnoxious And so far, D.C. has been in repeat mode",see movie Great recession Washington taxpayer bail corporation executive taxpayer home equity lose injustice glare obnoxious D.C. repeat mode,30,<UNK>,<UNK>,andrewcuomo,3
58,58,1260193936972427264,2020-05-12 13:03:42+00:00,"Also, any nursing home that fails to follow health procedures will lose their license. If a nursing home cannot provide adequate care, they MUST call the State Department of Health to transfer the resident.",nursing home fail follow health procedure lose license nursing home provide adequate care State Department Health transfer resident,38,<UNK>,<UNK>,andrewcuomo,6
59,59,1259499200229920769,2020-05-10 15:03:04+00:00,"This Mother’s Day, I’m feeling very grateful for our family’s rock, my mom, Matilda Raffa Cuomo. Happy Mother's Day, Mom. And to all the moms across New York: Thank you. #HappyMothersDay",Mother feel grateful family rock Matilda Raffa Cuomo Happy Mother mom York thank HappyMothersDay,67,#HappyMothersDay,<UNK>,andrewcuomo,4
60,60,1259136934691160065,2020-05-09 15:03:33+00:00,"We have to proceed carefully. If we lose people, that's the one thing we can't fix.",proceed carefully lose people thing,55,<UNK>,<UNK>,andrewcuomo,1
61,61,1258940339299201024,2020-05-09 02:02:21+00:00,Join us in this fight against the virus. Our actions today shape our future.,join fight virus action today shape future,33,<UNK>,<UNK>,andrewcuomo,6
62,62,1258386304007536641,2020-05-07 13:20:49+00:00,We must make decisions based on the science and the data. Human lives are at stake.,decision base science datum human life stake,32,<UNK>,<UNK>,andrewcuomo,3
63,63,1257706821395111938,2020-05-05 16:20:47+00:00,I have faith in New Yorkers. We do what makes sense. And it makes sense to cover your face to protect others. I believe in us. #NewYorkTough,faith Yorkers make sense make sense cover face protect believe newyorktough,53,#NewYorkTough,<UNK>,andrewcuomo,6
64,64,1257326681079123971,2020-05-04 15:10:15+00:00,There are no words to show enough love to our essential workers— so we say it simply— thank you and good job.,word love essential worker simply thank good,31,<UNK>,<UNK>,andrewcuomo,4
65,65,1257325096126935047,2020-05-04 15:03:57+00:00,"It is us, together, versus this virus. #StrongerTogether",versus virus StrongerTogether,24,#StrongerTogether,<UNK>,andrewcuomo,3
66,66,1257135739189501955,2020-05-04 02:31:31+00:00,Thank you to our health care heroes.,thank health care hero,73,<UNK>,<UNK>,andrewcuomo,6
67,67,1256230508431847425,2020-05-01 14:34:27+00:00,We all need to do our part to protect ourselves and others from COVID-19. #NYCoronavirus,need protect COVID-19 NYCoronavirus,71,#NYCoronavirus,<UNK>,andrewcuomo,6
68,68,1131285410183827456,2019-05-22 19:47:14+00:00,Thank you @nydems @JayJacobs28 for voting to support Surrogacy legislation at today's NY State Democratic Party Committee Meeting -- the Legislature should not end this session without passing it!,thank @nydem @JayJacobs28 voting support Surrogacy legislation today State Democratic Party Committee Meeting Legislature session pass,21,<UNK>,@nydems @JayJacobs28,andrewcuomo,0
