Unnamed: 0,Unnamed: 0.1,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author,lda_cluster
10,10,1293625408240398336,2020-08-12 19:08:26+00:00,Great news! Maple syrup producers are now eligible for financial relief following advocacy by the Maine Delegation & @GovJanetMills. This will help offset revenue losses from the cancellation of Maine Maple Sunday &amp; market disruptions due to COVID-19.,great news maple syrup producer eligible financial relief follow advocacy Maine Delegation @GovJanetMills help offset revenue loss cancellation Maine Maple Sunday market disruption covid-19,11,<UNK>,@GovJanetMills,SenatorCollins,1
11,11,1293611068904951808,2020-08-12 18:11:27+00:00,Thank you @AlzImpact! Your advocacy and leadership make such a difference for our seniors. Congress must provide more funding for OAA programs like home-delivered meals in the next COVID-19 relief package.,thank @AlzImpact advocacy leadership difference senior Congress provide funding program like home deliver meal covid-19 relief package,15,<UNK>,@ALZIMPACT,SenatorCollins,1
12,12,1293563430461485059,2020-08-12 15:02:09+00:00,"NEW data from SBA—More than 28,000 Maine small businesses have received nearly $2.3 billion in forgivable PPP loans. Congress must build on this tremendous success & pass the legislation @marcorubio &amp; I authored to allow the hardest hit small businesses to receive a 2nd PPP loan.","datum 28,000 Maine small business receive nearly billion forgivable loan Congress build tremendous success pass legislation @marcorubio author allow hard small business receive loan",111,<UNK>,@marcorubio,SenatorCollins,1
13,13,1293538135838724096,2020-08-12 13:21:39+00:00,"Thank you, Meals on Wheels! As the Chairman of the Aging Committee, I’m proud to partner with you in the fight to prevent senior hunger and isolation in Maine and across the country.",thank Meals Wheels Chairman Aging Committee proud partner fight prevent senior hunger isolation Maine country,30,<UNK>,<UNK>,SenatorCollins,1
14,14,1293234719455420416,2020-08-11 17:15:58+00:00,"Congratulations to @UMaine on this exciting partnership for Aqua Ventus! As a senior member of the Appropriations Committee, I have worked to secure $26 million for this project that will support hundreds of jobs &amp; establish Maine as a clean energy leader.",congratulation @UMaine exciting partnership Aqua Ventus senior member Appropriations Committee work secure million project support hundred job establish Maine clean energy leader,12,<UNK>,@UMaine,SenatorCollins,1
15,15,1293187818693332992,2020-08-11 14:09:36+00:00,".@jacksonlab has received nearly $500,000 for an aging research project on clonal hematopoiesis, a blood condition common among older adults. I commend JAX researchers’ continued focus on treating diseases that affect nearly every family.",".@jacksonlab receive nearly 500,000 age research project clonal hematopoiesis blood condition common old adult commend researcher continue focus treat disease affect nearly family",26,<UNK>,@jacksonlab,SenatorCollins,1
16,16,1292945823416934400,2020-08-10 22:08:00+00:00,"The Acadia Gateway Center in Trenton has been awarded $9 million to complete a visitor center that will welcome guests to Acadia National Park, improve the Island Explorer bus service, and enhance safety for bicyclists and pedestrians.",Acadia Gateway Center Trenton award million complete visitor center welcome guest Acadia National Park improve Island Explorer service enhance safety bicyclist pedestrian,21,<UNK>,<UNK>,SenatorCollins,5
17,17,1292909410684215296,2020-08-10 19:43:19+00:00,Woodlands Memory Care of Madison is a wonderful addition to the community. It’s so important that Maine families have access to high-quality senior care close to home for their loved ones with Alzheimer’s and other forms of dementia.,woodland memory Care Madison wonderful addition community important Maine family access high quality senior care close home love one Alzheimer form dementia,10,<UNK>,<UNK>,SenatorCollins,1
18,18,1292878948729262081,2020-08-10 17:42:16+00:00,"Nearly 28,000 small employers in Maine have received forgivable PPP loans, supporting 240,000 jobs in our state. Read my column in the @bangordailynews about how I am fighting for Maine’s small businesses &amp; jobs as we continue to respond to the pandemic.","nearly 28,000 small employer Maine receive forgivable loan support 240,000 job state read column @bangordailynew fight Maine small business job continue respond pandemic",26,<UNK>,@bangordailynews,SenatorCollins,1
19,19,1292837752250290183,2020-08-10 14:58:34+00:00,"Tragically, overdose deaths in Maine increased more than 20% during the pandemic. To help combat the opioid crisis, our state received an additional $4 million to increase access to lifesaving treatment programs in Brewer, Portland, Skowhegan, & Bangor.",tragically overdose death Maine increase pandemic help combat opioid crisis state receive additional million increase access lifesave treatment program Brewer Portland Skowhegan Bangor,44,<UNK>,<UNK>,SenatorCollins,1
20,20,1292484053149585411,2020-08-09 15:33:06+00:00,My full statement on the Executive Orders to provide COVID-19 relief: https://www.collins.senate.gov/newsroom/senator-collins%E2%80%99-statement-executive-orders,statement Executive Orders provide COVID-19 relief,404,<UNK>,<UNK>,SenatorCollins,1
21,21,1292188106179915777,2020-08-08 19:57:06+00:00,"I will continue to help the workers at BIW as I always have — by working to assist them in getting contracts that keep our shipbuilders employed, ensuring an adequate shipbuilding budget, and pursuing the goal of a 355-ship Navy.",continue help worker work assist get contract shipbuilder employ ensure adequate shipbuilding budget pursue goal 355-ship Navy,13,<UNK>,<UNK>,SenatorCollins,1
22,22,1292188098407927810,2020-08-08 19:57:05+00:00,"This is a positive development for the highly skilled workers at BIW who build the best ships in the world & are an essential asset to the Navy. With the help of the federal mediator, I’m glad both sides were able to work together to resolve differences.",positive development highly skilled worker build good ship world essential asset Navy help federal mediator glad side able work resolve difference,31,<UNK>,<UNK>,SenatorCollins,1
23,23,1292103044293894144,2020-08-08 14:19:06+00:00,Helping first generation & low-income Maine families achieve higher education has long been a priority of mine. This $5 million in federal funding for TRIO programs at 13 Maine colleges & universities will help support students who are facing increasing challenges amid COVID-19.,help generation income Maine family achieve high education long priority million federal funding TRIO program Maine college university help support student face increase challenge amid COVID-19,43,<UNK>,<UNK>,SenatorCollins,1
24,24,1291828533682155520,2020-08-07 20:08:18+00:00,"Lt. General Brent Scowcroft dedicated his life to serving our country. His unwavering patriotism defined his public service, & his unsurpassed knowledge of foreign affairs was an invaluable asset to our defense policy. His passing is a loss to our nation.",General Brent Scowcroft dedicate life serve country unwavering patriotism define public service unsurpassed knowledge foreign affair invaluable asset defense policy passing loss nation,30,<UNK>,<UNK>,SenatorCollins,0
25,25,1291776902038827008,2020-08-07 16:43:08+00:00,"COVID-19 has greatly affected America’s bus, motorcoach, & passenger ferry industries. @SenJackReed &amp; I introduced a bill to provide $10 billion in emergency grants to help keep these critical links in our transportation system strong. The Senate should pass this bill immediately",COVID-19 greatly affect America motorcoach passenger ferry industry @SenJackReed introduce bill provide billion emergency grant help critical link transportation system strong Senate pass bill immediately,47,<UNK>,@SenJackReed,SenatorCollins,1
26,26,1291385213348651009,2020-08-06 14:46:42+00:00,NEW FUNDING: More than $5 million has been awarded to 13 Maine colleges & universities to support federal TRIO Programs. This funding will help low-income & first-generation college students continue to achieve their academic & career goals amid COVID-19. https://www.collins.senate.gov/newsroom/collins-announces-more-5-million-maine-colleges-and-universities-amid-covid-19-pandemic,funding million award Maine college university support federal TRIO Programs funding help income generation college student continue achieve academic career goal amid covid-19,29,<UNK>,<UNK>,SenatorCollins,1
27,27,1291357908370890755,2020-08-06 12:58:12+00:00,Maine’s lobstermen & women have been careful stewards of our natural resources for generations. This is an extremely unfair decision at an already challenging time for Maine's lobster industry that is facing reduced sales & exports due to COVID-19.,Maine lobsterman woman careful steward natural resource generation extremely unfair decision challenging time Maine lobster industry face reduce sale export covid-19,34,<UNK>,<UNK>,SenatorCollins,1
28,28,1291132907386482689,2020-08-05 22:04:07+00:00,"I met with the Maine Better Transportation Association to discuss the importance of maintaining roads & bridges during the pandemic. As a senior member of the Appropriations Committee, I have secured $661 million in competitive transportation grants for Maine since 2009.",Maine Better Transportation Association discuss importance maintain road bridge pandemic senior member Appropriations Committee secure million competitive transportation grant Maine 2009,19,<UNK>,<UNK>,SenatorCollins,1
29,29,1291058171566526464,2020-08-05 17:07:09+00:00,"I spoke with leaders from the Maine Medical Association, @MainePCA, @New_Mainers, and @MaineCAHC about the important services health care centers across our state are providing to Mainers during the pandemic and the need for continued federal support.",speak leader Maine Medical Association @MainePCA @New_Mainers @MaineCAHC important service health care center state provide Mainers pandemic need continued federal support,9,<UNK>,@MainePCA @New_Mainers @MaineCAHC,SenatorCollins,1
30,30,1291005102107643904,2020-08-05 13:36:16+00:00,"Maine has received an additional $2.6 million to support its ongoing response to COVID-19. This funding will support our public health professionals’ efforts to expand testing capacities, improve contact tracing, & enhance containment efforts. https://www.collins.senate.gov/newsroom/senators-collins-king-announce-26-million-support-maine-public-health-professionals%E2%80%99",Maine receive additional million support ongoing response covid-19 funding support public health professional effort expand testing capacity improve contact tracing enhance containment effort,8,<UNK>,<UNK>,SenatorCollins,1
31,31,1290799720496078852,2020-08-05 00:00:09+00:00,This is what they’re doing already; it's only going to get worse for our towns & cities as revenues continue to plummet. Congress must act to provide direct assistance to every community. This is a problem we can solve. Let’s enact the SMART Act in the next COVID-19 package.,go bad town city revenue continue plummet Congress provide direct assistance community problem solve enact SMART covid-19 package,10,<UNK>,<UNK>,SenatorCollins,1
32,32,1290799565411618816,2020-08-04 23:59:32+00:00,"Across Maine, I have heard from mayors & town managers about the tough decisions they face as they work to balance their budgets. Auburn has frozen six vacant positions. Madawaska has scrapped a $3 million paving project & has left three positions vacant.",Maine hear mayor town manager tough decision face work balance budget Auburn freeze vacant position Madawaska scrap million paving project leave position vacant,43,<UNK>,<UNK>,SenatorCollins,2
33,33,1290681914295279617,2020-08-04 16:12:02+00:00,"SIGNED INTO LAW: The Great American Outdoors Act is now law! I cosponsored this bipartisan legislation that will provide full funding for the Land and Water Conservation Fund and address the maintenance backlog at our national parks, including Acadia National Park.",SIGNED Great American Outdoors cosponsor bipartisan legislation provide funding Land Water Conservation Fund address maintenance backlog national park include Acadia National Park,94,<UNK>,<UNK>,SenatorCollins,4
34,34,1290403085127483394,2020-08-03 21:44:04+00:00,"@AVCOG_ME has received $300,000 from the Brownfields Program to assist with identifying &amp; assessing properties that potentially contain hazardous contaminants. This investment will keep Mainers safe &amp; accelerate job creation &amp; economic development. https://www.collins.senate.gov/newsroom/collins-king-golden-announce-300000-awarded-brownfields-assessment-franklin-oxford-and","@avcog_me receive 300,000 Brownfields Program assist identify assess property potentially contain hazardous contaminant investment Mainers safe accelerate creation economic development",0,<UNK>,@AVCOG_ME,SenatorCollins,1
35,35,1290382635567636483,2020-08-03 20:22:49+00:00,"Through the CARES Act, Maine has received more than $44 million to support K-12 education. The next COVID-19 relief package must include funding to help school districts implement necessary safety precautions.",CARES Maine receive million support k-12 education covid-19 relief package include funding help school district implement necessary safety precaution,5,<UNK>,<UNK>,SenatorCollins,1
36,36,1290382633596223489,2020-08-03 20:22:48+00:00,"I spoke w/ Eileen King of the Maine School Superintendents Association as well as Superintendents from Oxford Hills; Caribou, Stockholm, & Fort Fairfield; Gorham; & Biddeford about the steps they're taking to promote school safety & support students' academic goals amid COVID-19.",speak Eileen King Maine School Superintendents Association superintendent Oxford Hills Caribou Stockholm Fort Fairfield Gorham Biddeford step take promote school safety support student academic goal amid COVID-19,8,<UNK>,<UNK>,SenatorCollins,1
37,37,1290333734965850112,2020-08-03 17:08:30+00:00,"I met with Margarida Celestino & Marwo Sougue from Casco Bay & Portland High Schools, who are participating in the Bank of America Student Leaders Program. It was a pleasure to meet these bright students to discuss the work they are doing to improve their communities.",Margarida Celestino Marwo Sougue Casco Portland High Schools participate Bank America Student Leaders Program pleasure meet bright student discuss work improve community,17,<UNK>,<UNK>,SenatorCollins,1
38,38,1290286810652905472,2020-08-03 14:02:02+00:00,"Students should have access to free meals amid COVID-19, regardless of whether in-school learning is available. @SenatorHassan &amp; I led a group of 36 Senators urging USDA to support students and school meal programs through the next school year.",student access free meal amid covid-19 regardless school learning available @SenatorHassan group Senators urge USDA support student school meal program school year,31,<UNK>,@SenatorHassan,SenatorCollins,1
39,39,1289300197424717830,2020-07-31 20:41:35+00:00,"I visited W.S. Emerson in Brewer today & spoke with employees about their transition to making up to 1,200 masks per day, which has helped preserve jobs & aided our response to COVID-19. These dedicated Mainers are making a meaningful impact on the community.","visit W.S. Emerson Brewer today speak employee transition make 1,200 mask help preserve job aid response covid-19 dedicated mainer make meaningful impact community",28,<UNK>,<UNK>,SenatorCollins,1
40,40,1289236516791672833,2020-07-31 16:28:33+00:00,"As the Chairman of the Transportation Appropriations Subcommittee, I authored the law that supports this infrastructure program, & I will continue to help ensure that Maine’s airports remain essential pieces of our transportation network.",Chairman Transportation Appropriations Subcommittee author support infrastructure program continue help ensure Maine airport remain essential piece transportation network,3,<UNK>,<UNK>,SenatorCollins,1
41,41,1289236514405150724,2020-07-31 16:28:32+00:00,"More than $3.5 million has been awarded to make infrastructure improvements to eight Maine airports. This funding, awarded through DOT's Airport Improvement Program, will support taxiway & runway renovations, enhancing the safety & efficiency of operations.",million award infrastructure improvement Maine airport funding award Airport Improvement Program support taxiway runway renovation enhance safety efficiency operation,8,<UNK>,<UNK>,SenatorCollins,1
42,42,1289197855907995649,2020-07-31 13:54:55+00:00,".@PortCityPCMH has made countless contributions to Portland’s vibrant live music scene. Its closure underscores the need to pass the Save Our Stages Act, a bill I cosponsored to provide targeted financial relief for small entertainment venues amid COVID-19",.@PortCityPCMH countless contribution Portland vibrant live music scene closure underscore need pass Save Stages bill cosponsor provide target financial relief small entertainment venue amid COVID-19,8,<UNK>,@PortCityPCMH,SenatorCollins,1
43,43,1288953535296610304,2020-07-30 21:44:05+00:00,"This $17 million in new federal funding for our schools will help Maine’s students, teachers, and families.",million federal funding school help Maine student teacher family,34,<UNK>,<UNK>,SenatorCollins,1
44,44,1288905485760987140,2020-07-30 18:33:09+00:00,I joined @SenatorRomney &amp; @SenMcSallyAZ in introducing a bill to help those who've been laid off by compensating them for lost wages in a way that doesn't create a disincentive to return to work. Our bill would also support states’ efforts to upgrade their unemployment systems.,join @SenatorRomney @SenMcSallyAZ introduce bill help lay compensate lost wage create disincentive return work bill support state effort upgrade unemployment system,14,<UNK>,@SenatorRomney @SenMcSallyAZ,SenatorCollins,1
45,45,1288905484775325701,2020-07-30 18:33:08+00:00,"Earlier this year, Congress boosted unemployment benefits to assist Americans who lost their jobs amid COVID-19. As we debate additional relief, we must avoid a sharp drop in benefits that would cause further harm to struggling families. https://www.collins.senate.gov/newsroom/senators-collins-romney-mcsally-introduce-extension-stop-disruption-unemployment-benefits",early year Congress boost unemployment benefit assist Americans lose job amid covid-19 debate additional relief avoid sharp drop benefit cause harm struggle family,10,<UNK>,<UNK>,SenatorCollins,1
46,46,1288843889655390211,2020-07-30 14:28:23+00:00,"Given the unstable status of Atlantic herring and its role in supporting Maine’s iconic lobster industry, I joined @GovJanetMills in requesting disaster assistance for Maine’s herring fishery.",give unstable status Atlantic herring role support Maine iconic lobster industry join @GovJanetMills request disaster assistance Maine herre fishery,12,<UNK>,@GovJanetMills,SenatorCollins,1
47,47,1288598788182089731,2020-07-29 22:14:26+00:00,"Community Clinical Services has been awarded nearly $330,000 to expand COVID-19 testing & tracing in Androscoggin & Cumberland counties. This funding, provided through COVID-19 relief, will support the health center’s efforts to care for seniors & families","Community Clinical Services award nearly 330,000 expand COVID-19 testing trace Androscoggin Cumberland county funding provide covid-19 relief support health center effort care senior family",9,<UNK>,<UNK>,SenatorCollins,1
48,48,1288536174055886848,2020-07-29 18:05:38+00:00,NEW FUNDING: Nearly $17 million has been awarded to help Maine educators become “Education Engineers” as they improve remote learning for K-12 students amid COVID-19. I advocated for this funding that will help students continue to achieve their goals. https://www.collins.senate.gov/newsroom/senator-collins-announces-nearly-17-million-improve-maine-k-12-education-during-pandemic,FUNDING nearly million award help Maine educator Education Engineers improve remote learning k-12 student amid COVID-19 advocate funding help student continue achieve goal,46,<UNK>,<UNK>,SenatorCollins,1
49,49,1288477608020185091,2020-07-29 14:12:55+00:00,Maine farmers have now received nearly $9.5 million in COVID-19 financial relief. I worked to include this funding in the CARES Act to help farming communities during the pandemic. Farmers can apply through August 28. https://www.collins.senate.gov/newsroom/nearly-95-million-covid-19-financial-relief-has-been-awarded-maine-farmers,Maine farmer receive nearly million covid-19 financial relief work include funding CARES help farm community pandemic farmer apply August,34,<UNK>,<UNK>,SenatorCollins,1
50,50,1288222678613098498,2020-07-28 21:19:55+00:00,"The child abuse & neglect crisis happening across the U.S. has been exacerbated by COVID-19. To help improve our ability to reach those in need, I introduced a bill with @SenatorSinema that would provide federal funding for the National Child Abuse Hotline https://www.collins.senate.gov/newsroom/collins-sinema-introduce-bipartisan-bill-provide-federal-support-national-child-abuse",child abuse neglect crisis happen U.S. exacerbate covid-19 help improve ability reach need introduce bill @SenatorSinema provide federal funding National Child Abuse Hotline,39,<UNK>,@SenatorSinema,SenatorCollins,1
51,51,1288187451073323008,2020-07-28 18:59:56+00:00,Thank you for inviting me to speak with you! It was a pleasure to join your roundtable to discuss how national service programs are helping our communities during the COVID-19 pandemic.,thank invite speak pleasure join roundtable discuss national service program help community covid-19 pandemic,6,<UNK>,<UNK>,SenatorCollins,5
52,52,1288122344846708736,2020-07-28 14:41:13+00:00,"$10.2 million has been awarded to Maine for state & local emergency preparedness programs, including law enforcement agencies, places of worship, & the Passamaquoddy Tribe at Pleasant Point. https://www.collins.senate.gov/newsroom/senators-collins-king-announce-102-million-state-and-local-preparedness-programs-throughout",10.2 million award Maine state local emergency preparedness program include enforcement agency place worship Passamaquoddy Tribe Pleasant Point,11,<UNK>,<UNK>,SenatorCollins,6
53,53,1287902139390582787,2020-07-28 00:06:12+00:00,"To assist small businesses & their employees that have been hit the hardest by COVID-19, I authored a bill with @MarcoRubio that would allow them to receive a second forgivable PPP loan &amp; help them purchase equipment to keep customers &amp; employees safe. https://www.collins.senate.gov/newsroom/collins-rubio-introduce-bill-allow-hardest-hit-small-businesses-receive-second-forgivable",assist small business employee hard covid-19 author bill @marcorubio allow receive second forgivable loan help purchase equipment customer employee safe,29,<UNK>,@marcorubio,SenatorCollins,1
54,54,1287836095485444097,2020-07-27 19:43:46+00:00,"The South Portland Bus Service received more than $700,000 to help cover expenses & continue to provide key transit services for Mainers amid COVID-19. This funding was provided through a provision of the CARES Act I authored.","South Portland Service receive 700,000 help cover expense continue provide transit service Mainers amid covid-19 funding provide provision CARES author",14,<UNK>,<UNK>,SenatorCollins,1
55,55,1287740373356417025,2020-07-27 13:23:24+00:00,"Maine's forest products industry sustains rural communities & jobs, but it has suffered significant loses as a result of COVID-19. I joined @RepGolden in introducing a bill to provide critical financial assistance to Maine's family logging businesses that harvest &amp; haul timber.",Maine forest product industry sustain rural community job suffer significant lose result covid-19 join @RepGolden introduce bill provide critical financial assistance Maine family log business harvest haul timber,13,<UNK>,@RepGolden,SenatorCollins,1
56,56,1287082290338816000,2020-07-25 17:48:25+00:00,Clean energy is a source of good-paying jobs in Maine & across the U.S. The next COVID-19 relief package should support this sector to promote job creation & innovation. https://www.collins.senate.gov/newsroom/senator-collins-calls-increasing-support-clean-energy-sector-next-covid-19-package,clean energy source good pay job Maine U.S. covid-19 relief package support sector promote creation innovation,30,<UNK>,<UNK>,SenatorCollins,1
57,57,1286806911627788288,2020-07-24 23:34:10+00:00,"The Senate passed the NDAA, which will strengthen our defense & support our troops. The bill also contains provisions I advocated for that will help protect the jobs of the hardworking Mainers who make invaluable contributions to our national security. https://www.collins.senate.gov/newsroom/legislation-strengthen-national-defense-clears-senate-provisions-championed-senator-collins",Senate pass NDAA strengthen defense support troop bill contain provision advocate help protect job hardworking mainer invaluable contribution national security,55,<UNK>,<UNK>,SenatorCollins,1
58,58,1286741461480943617,2020-07-24 19:14:05+00:00,Maine’s Congressional Delegation successfully urged the USDA to fix this program so that our state could participate. Thank you to the dedicated organizers & volunteers who worked to hand out some of the tens of thousands of food boxes that will be distributed to Maine families.,Maine Congressional Delegation successfully urge USDA program state participate thank dedicated organizer volunteer work hand ten thousand food box distribute Maine family,5,<UNK>,<UNK>,SenatorCollins,1
59,59,1286741457358008322,2020-07-24 19:14:04+00:00,I was delighted to be in Van Buren to celebrate a $2.14 million federal contract awarded to Maine Farmers Exchange for the purchase of Maine farm products. Maine was originally left out of this program that supports farmers & families who are facing hardships due to COVID-19.,delighted Buren celebrate 2.14 million federal contract award Maine Farmers Exchange purchase Maine farm product Maine originally leave program support farmer family face hardship covid-19,22,<UNK>,<UNK>,SenatorCollins,1
60,60,1286663997270392832,2020-07-24 14:06:16+00:00,"More than $3.1 million has been awarded by EPA to help address environmental & public health concerns throughout Maine. This funding will help monitor marine & land environments & ensure Mainers continue to have access to clean, safe air & water. https://www.collins.senate.gov/newsroom/senators-collins-king-announce-more-31-million-maine-environmental-priorities",million award help address environmental public health concern Maine funding help monitor marine land environment ensure mainer continue access clean safe water,10,<UNK>,<UNK>,SenatorCollins,1
61,61,1286355951147253764,2020-07-23 17:42:12+00:00,"I joined the @napshq podcast to discuss a bill @SenFeinstein &amp; I authored that would provide USPS with emergency financial relief during the pandemic &amp; help keep its employees safe. COVID-19 has changed our daily lives, &amp; USPS is needed now more than ever. https://naps.org/NAPS-Chat",join @napshq podcast discuss bill @SenFeinstein author provide USPS emergency financial relief pandemic help employee safe COVID-19 change daily life USPS need,41,<UNK>,@napshq @SenFeinstein,SenatorCollins,1
62,62,1286291021849141251,2020-07-23 13:24:12+00:00,"The Back to Work Child Care Grants Act would support child care providers who are facing decreased enrollment & closure during the pandemic, helping to ensure that children can access a safe learning environment as parents & guardians return to work. https://www.collins.senate.gov/newsroom/senator-collins-cosponsors-legislation-support-maine%E2%80%99s-child-care-providers-families-amid",Work Child Care Grants support child care provider face decrease enrollment closure pandemic help ensure child access safe learning environment parent guardians return work,9,<UNK>,<UNK>,SenatorCollins,1
63,63,1286054202138079233,2020-07-22 21:43:10+00:00,"The House just passed the Great American Outdoors Act, a bipartisan bill I cosponsored to provide full funding for LWCF & to address the deferred maintenance backlog at our national parks, including Acadia National Park. I look forward to this legislation being signed into law.",House pass Great American Outdoors bipartisan bill cosponsor provide funding LWCF address deferred maintenance backlog national park include Acadia National Park look forward legislation sign,39,<UNK>,<UNK>,SenatorCollins,1
64,64,1286049028715810816,2020-07-22 21:22:36+00:00,WATCH LIVE: I’m joining @ChuckGrassley on the Senate floor to urge our colleagues to pass legislation such as the Prescription Drug Pricing Reduction Act that would build on our bipartisan efforts to help Americans with the high cost of medications. https://www.facebook.com/susancollins/live/,WATCH live join @ChuckGrassley Senate floor urge colleague pass legislation Prescription Drug Pricing Reduction build bipartisan effort help Americans high cost medication,32,<UNK>,@ChuckGrassley,SenatorCollins,1
65,65,1286020364947132425,2020-07-22 19:28:42+00:00,"Our Committee heard helpful testimony from medical researchers & health care leaders who shared their research, front line experiences, & recommended solutions for how we can help make sure those most at risk have access to testing, information, & critical health care services.",Committee hear helpful testimony medical researcher health care leader share research line experience recommend solution help sure risk access testing information critical health care service,2,<UNK>,<UNK>,SenatorCollins,6
66,66,1286020193622392834,2020-07-22 19:28:01+00:00,"Black & Latino Americans are infected with COVID-19 at three times the rate of their white neighbors, & they're nearly twice as likely to die from it. To better understand this disparity—& how we can work to reduce it—I chaired the first Senate hearing on this important issue.",Black Latino Americans infect COVID-19 time rate white neighbor nearly twice likely well understand disparity work reduce chair Senate hearing important issue,26,<UNK>,<UNK>,SenatorCollins,1
67,67,1285992884999729155,2020-07-22 17:39:31+00:00,"The Senate passed a NDAA amendment I cosponsored with @SenAngusKing to support microchip manufacturers, including @onsemi &amp; @TXInstruments in South Portland. This will help keep U.S. semiconductor companies at the forefront &amp; maintain national security. https://www.collins.senate.gov/newsroom/semiconductor-manufacturing-maine-us-gets-bolstered-passage-amendment-supported-senators",Senate pass NDAA amendment cosponsor @SenAngusKing support microchip manufacturer include @onsemi @TXInstruments South Portland help U.S. semiconductor company forefront maintain national security,8,<UNK>,@SenAngusKing @onsemi @TXInstruments,SenatorCollins,3
